,index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID
90,26984,2017-09-20 16:20:00+00:00,0.104733542,Realtime Hops,13.515529999999998,12.1,Fermentor 31201791982568
91,26999,2017-09-20 18:50:00+00:00,0.141728014,Realtime Hops,13.515529999999998,11.6,Fermentor 31201791982568
92,27017,2017-09-20 21:50:00+00:00,0.18612141899999998,Realtime Hops,13.515529999999998,11.0,Fermentor 31201791982568
93,27084,2017-09-21 09:00:00+00:00,0.37849274299999996,Realtime Hops,13.515529999999998,8.4,Fermentor 31201791982568
94,27145,2017-09-21 19:10:00+00:00,0.5782629,Realtime Hops,13.515529999999998,5.7,Fermentor 31201791982568
95,27215,2017-09-22 06:50:00+00:00,0.71884197,Realtime Hops,13.515529999999998,3.8,Fermentor 31201791982568
96,28776,2017-10-03 03:00:00+00:00,0.0,Bad Input,Bad Input,0.0,Fermentor 31201710271766
97,28798,2017-10-03 06:40:00+00:00,0.04466313,Realtime Hops,13.50309,12.9,Fermentor 31201710271766
98,28814,2017-10-03 09:20:00+00:00,0.06688021,Realtime Hops,13.50309,12.6,Fermentor 31201710271766
99,28844,2017-10-03 14:20:00+00:00,0.111314513,Realtime Hops,13.50309,12.0,Fermentor 31201710271766
100,28869,2017-10-03 18:30:00+00:00,0.16315448300000002,Realtime Hops,13.50309,11.3,Fermentor 31201710271766
101,28973,2017-10-04 11:50:00+00:00,0.489005834,Realtime Hops,13.50309,6.9,Fermentor 31201710271766
102,29017,2017-10-04 19:10:00+00:00,0.637120068,Realtime Hops,13.50309,4.9,Fermentor 31201710271766
103,30654,2017-10-16 04:00:00+00:00,0.0,Grey Horse,16.75188,0.0,Fermentor 312017101575065
104,30720,2017-10-16 15:00:00+00:00,0.1463645,Grey Horse,16.75188,14.3,Fermentor 312017101575065
105,30761,2017-10-16 21:50:00+00:00,0.25381509999999996,Grey Horse,16.75188,12.5,Fermentor 312017101575065
106,30826,2017-10-17 08:40:00+00:00,0.45677740000000006,Grey Horse,16.75188,9.1,Fermentor 312017101575065
107,32574,2017-10-29 12:00:00+00:00,0.0,Adele,11.507589999999999,0.0,Fermentor 312017102917763
108,32620,2017-10-29 19:40:00+00:00,0.09624871,Adele,11.507589999999999,10.4,Fermentor 312017102917763
109,32702,2017-10-30 09:20:00+00:00,0.3134966,Adele,11.507589999999999,7.9,Fermentor 312017102917763
110,32761,2017-10-30 19:10:00+00:00,0.5394344329999999,Adele,11.507589999999999,5.3,Fermentor 312017102917763
